artist,track_name,album_name,popularity,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Cold War Kids,What You Say,New Age Norms 3,49,2021-09-24,208973,0.0128,0.687,0.814,1.44e-05,7,0.36,-5.678,1,0.0511,116.936,4,0.631
Portugal. The Man,Feel It Still,Woodstock,75,2017-06-16,163253,0.0417,0.801,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754
COIN,Chapstick,Uncanny Valley,53,2022-03-25,193299,0.00855,0.803,0.636,0.000461,2,0.101,-6.456,1,0.0464,115.041,4,0.767
Portugal. The Man,"What, Me Worry?","What, Me Worry?",57,2022-02-09,177397,0.0682,0.722,0.889,4.77e-06,3,0.124,-2.564,0,0.0416,139.965,4,0.743
Foster The People,Pumped Up Kicks - Gus Dapperton Version,Torches X (Deluxe Edition),35,2021-11-12,232200,0.00861,0.646,0.832,0.281,3,0.312,-6.817,1,0.0938,128.056,4,0.594
Damian Marley,Stand A Chance,Halfway Tree,40,2001-01-01,571400,0.0153,0.648,0.796,0.0,2,0.0709,-5.572,1,0.229,100.91,4,0.725
JVLY,swim,swim,28,2022-11-24,193593,0.244,0.758,0.435,0.0251,4,0.348,-10.999,0,0.149,89.968,4,0.797
The Viceroys,Why,"Iroko Showcase, Vol. 2: Memories",58,2016-05-02,146623,0.0168,0.869,0.641,0.000824,6,0.0624,-6.218,0,0.0401,134.0,4,0.932
Noah Slee,Switch Off,Switch Off,31,2022-11-10,192866,0.727,0.573,0.365,3.32e-05,1,0.106,-10.144,0,0.32,75.055,4,0.255
Gramatik,Still Doin' It,Still Doin' It,36,2022-11-18,191739,2.25e-05,0.657,0.8,0.729,1,0.159,-3.527,0,0.0316,91.987,4,0.504
Galdive,A Friend,A Friend,43,2022-11-18,200000,0.339,0.678,0.559,0.149,5,0.102,-7.548,0,0.0837,83.945,4,0.787
Angèle,Patrick,Nonante-Cinq La Suite,50,2022-11-17,173906,0.0182,0.79,0.638,1.25e-05,1,0.0973,-5.533,1,0.111,96.026,4,0.218
Matata,Not Today,Super Morio,10,2022-11-04,252693,0.0299,0.72,0.807,0.0,4,0.33,-5.105,0,0.109,171.995,4,0.795
Document One,Tongue Tied,Tongue Tied,38,2022-11-11,228837,0.000348,0.525,0.981,0.535,3,0.0808,-0.741,1,0.131,171.984,4,0.0853
Sofi Tukker,Original Sin - James Patterson Remix,Original Sin (James Patterson Remix),30,2022-10-28,249403,0.00649,0.785,0.829,0.563,11,0.0769,-3.896,0,0.108,124.001,4,0.74
Trüby Trio,A Festa,Elevator Music,38,2003-06-03,408960,0.0153,0.756,0.905,0.248,7,0.0785,-4.832,1,0.0774,175.978,4,0.376
Brother Culture,Heal Them,Code Name,46,2018-09-14,205078,0.0878,0.891,0.624,7.58e-06,6,0.298,-9.479,1,0.0773,140.07,4,0.673
Anthony B,Sound Killer,Sound Killer,43,2022-07-01,192000,0.0102,0.757,0.506,0.0,8,0.105,-7.125,0,0.417,86.062,4,0.378
The Late Ones,Thunder & Sun,The Fourth Quarter,35,2021-10-08,235626,0.127,0.739,0.566,1.04e-06,0,0.0714,-10.214,1,0.299,94.527,4,0.759
Little Lion Sound,Mr. Lover,Kingston Journey,27,2020-01-10,221455,0.0422,0.817,0.543,0.0,1,0.318,-8.127,1,0.305,140.01,4,0.443
The Four Owls,Coming Home,Nocturnal Instinct,46,2020-04-17,190536,0.125,0.769,0.901,0.0,6,0.442,-5.599,1,0.319,93.972,4,0.823
Degiheugi,Favelas,Foreglow,52,2021-04-23,222673,0.494,0.795,0.799,0.17,4,0.31,-8.249,0,0.0702,104.007,4,0.543
Soom T,Close Your Eyes,Born Again,41,2018-03-02,209297,0.234,0.802,0.781,0.0,10,0.131,-4.494,0,0.32,88.916,4,0.703
SUB-TRIBE,Unbelievable,SUB-TRIBE - EP,46,2020-05-22,259587,0.0394,0.885,0.525,0.00126,5,0.0789,-6.492,0,0.121,150.07,4,0.713
Shumba Youth,Right Way - Aries & Nicky Blackmarket Remix,Right Way (Aries & Nicky Blackmarket Remix),28,2020-12-18,253793,0.00788,0.792,0.864,0.000391,11,0.0794,-4.707,0,0.22,173.993,4,0.484
NEONE the Wonderer,Nose Dive,Nose Dive,33,2021-10-19,265773,0.0861,0.788,0.705,0.05,7,0.0794,-5.989,0,0.0331,133.92,4,0.855
Chezidek,Champion,Champion,33,2022-05-27,214746,0.0197,0.894,0.51,0.0,8,0.144,-7.266,1,0.408,86.01,4,0.484
Jesse Royal,LionOrder (feat. Protoje),Royal,37,2021-06-11,212000,0.132,0.713,0.776,0.0,7,0.246,-4.613,1,0.195,78.968,4,0.759
FKJ,Greener,V I N C E N T,53,2022-06-10,234213,0.567,0.602,0.508,0.192,11,0.0729,-9.613,0,0.107,165.863,4,0.565
FKJ,Way Out,V I N C E N T,51,2022-06-10,200213,0.924,0.354,0.358,0.871,3,0.122,-13.092,1,0.0609,176.682,4,0.147
FKJ,Us,V I N C E N T,42,2022-06-10,236346,0.965,0.553,0.315,0.886,7,0.114,-11.941,0,0.0351,81.639,4,0.35
FKJ,Us - A COLORS SHOW,Us - A COLORS SHOW,56,2022-10-24,373953,0.972,0.399,0.297,0.86,10,0.0937,-11.819,1,0.0488,57.888,3,0.425
Mindflip,Destined for Greatness,Destined for Greatness,31,2021-09-17,178874,0.0184,0.876,0.486,0.0,8,0.308,-9.586,1,0.268,96.031,4,0.667
Anthony B,World A Reggae Music,Black Star,11,2005,224840,0.0392,0.831,0.587,0.0,6,0.164,-6.997,0,0.354,83.154,4,0.787
Damian Marley,Living It Up,Stony Hill,55,2017-07-21,240293,0.0573,0.782,0.687,0.0,11,0.0718,-6.69,1,0.109,97.014,4,0.802
Richie Spice,Youth Dem Cold,In The Streets To Africa,50,2007-02-20,225506,0.0262,0.624,0.719,0.0,8,0.368,-6.034,0,0.344,82.571,4,0.781
Alborosie,Strolling (feat. Protoje),Freedom & Fyah,44,2016-05-20,227800,0.0858,0.648,0.75,0.0,4,0.36,-4.869,0,0.29,73.907,4,0.775
Protoje,Who Knows,Ancient Future,50,2015-03-09,208466,0.0909,0.683,0.724,0.0,5,0.339,-4.436,0,0.0988,80.932,4,0.741
Just A Gent,Island Fever,Planet Oasis,48,2022-04-21,231600,0.0393,0.667,0.636,0.146,8,0.0629,-6.934,1,0.0675,100.033,4,0.719
Mura Masa,"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)","bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",55,2022-02-22,172953,0.167,0.719,0.818,0.000107,11,0.0362,-4.674,0,0.0424,148.008,4,0.761
Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",77,2022-06-08,187500,0.0584,0.82,0.752,0.00417,1,0.628,-7.635,0,0.0648,127.999,4,0.423
Slaine,Still Got My Gun,One Day,16,2019-11-22,205546,0.029,0.7,0.93,0.0139,1,0.185,-2.487,1,0.147,95.027,4,0.739
Sinara,Floresta,Sol,35,2015-01-01,185360,0.102,0.749,0.616,1.65e-05,10,0.0406,-7.117,1,0.0502,127.0,4,0.871
Amanajé Sound System,Conexão,Akitafya,18,2014-07-11,249600,0.145,0.793,0.808,0.0,9,0.133,-3.843,0,0.17,99.996,4,0.536
SUNSAY,Wind Song,Легко,31,2011-10-09,326866,0.52,0.611,0.391,0.0,5,0.272,-9.357,1,0.0313,95.262,4,0.439
Natiruts,Quero Ser Feliz Também - Ao Vivo,Natiruts Acústico no Rio de Janeiro (Ao Vivo),67,2012-09-18,214613,0.427,0.755,0.55,0.0,8,0.697,-7.402,0,0.0265,91.96,4,0.757
Mo'kalamity,Vision,Warriors of light,59,2007-02-27,186360,0.0266,0.884,0.471,4.63e-05,11,0.14,-6.919,0,0.0425,107.027,4,0.646
The 1975,Oh Caroline,Being Funny In A Foreign Language,71,2022-10-14,212568,0.363,0.646,0.85,4.01e-05,2,0.0994,-5.466,1,0.0428,96.538,4,0.819
Bob Marley & The Wailers,Natural Mystic,Exodus,67,1977-06-03,207733,0.0503,0.876,0.282,4.76e-05,7,0.0741,-12.618,1,0.319,130.958,4,0.801
Yeah Yeah Yeahs,Burning,Burning,8,2022-08-10,245120,0.0379,0.527,0.802,6.66e-06,7,0.096,-5.374,0,0.0471,116.008,4,0.193
The National,Weird Goodbyes (feat. Bon Iver),Weird Goodbyes (feat. Bon Iver),63,2022-08-22,303173,0.295,0.523,0.555,0.000859,8,0.0812,-7.761,1,0.0776,99.641,4,0.715
The 1975,I'm In Love With You,I'm In Love With You,66,2022-09-01,262623,0.169,0.668,0.902,8.74e-05,2,0.198,-3.924,1,0.0386,119.008,4,0.913
Arctic Monkeys,There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,64,2022-08-30,265798,0.634,0.513,0.369,0.0139,3,0.186,-10.899,1,0.0307,72.062,4,0.311
Phoenix,Tonight (feat. Ezra Koenig),Tonight (feat. Ezra Koenig),53,2022-09-07,246706,0.0547,0.671,0.736,0.00381,8,0.111,-6.705,1,0.0344,141.967,4,0.89
Protoje,Late at Night (feat. Lila Iké),Late at Night (feat. Lila Iké),43,2022-09-08,231881,0.0375,0.717,0.728,4.79e-05,6,0.112,-5.367,0,0.127,80.921,4,0.368
Mefjus,Zenith (feat. flowanastasia),Zenith (feat. flowanastasia),36,2022-09-07,252558,0.00218,0.442,0.844,2.57e-05,3,0.0723,-0.073,0,0.0619,85.615,4,0.151
OFFAIAH,Find A Way,Find A Way,52,2022-09-09,113251,0.000121,0.898,0.814,0.426,7,0.147,-5.218,1,0.118,124.041,4,0.608
Mura Masa,up all week (with slowthai),demon time,39,2022-09-16,122617,0.163,0.761,0.371,0.0,7,0.427,-10.544,1,0.482,112.541,4,0.836
Raffa Fl,Ritmo - Document One Remix,Ritmo (Document One Remix),33,2022-09-16,180689,0.0121,0.671,0.889,0.0793,7,0.129,-3.359,0,0.067,174.045,4,0.706
Fox Stevenson,Victory Over Truth,Victory Over Truth,45,2022-09-16,192558,0.00228,0.478,0.916,0.0,10,0.232,-0.778,0,0.0623,171.95,4,0.732
Ornette,Crazy (Noze Remix Extended Club Version) [Mixed],"Darkbeat 10th Anniversary Collection (Mixed by Anthony Pappa, Rollin Connection & Phil K)",36,2013-04-19,413706,0.0448,0.867,0.496,0.189,1,0.146,-10.218,1,0.0479,120.528,4,0.245
Tentendo,Function,Function,50,2022-01-14,197639,0.0382,0.905,0.715,0.00623,3,0.14,-7.141,0,0.202,128.03,4,0.245
Disclosure,Waterfall - TOKiMONSTA Remix,Waterfall (TOKiMONSTA Remix),1,2022-07-15,225800,0.0117,0.781,0.72,0.601,2,0.271,-6.597,1,0.109,109.992,4,0.592
Sirens Of Lesbos,Like Some Dream,Sol,39,2020-11-06,314684,0.461,0.62,0.56,0.0767,3,0.0637,-12.34,0,0.0831,82.775,4,0.337
1000 Beasts,Naruda (Fall In Your Arms Again),Naruda,40,2022-04-01,200816,0.93,0.676,0.33,0.128,9,0.138,-15.591,0,0.237,98.05,4,0.511
FKJ,Greener,V I N C E N T,3,2022-06-10,234213,0.572,0.601,0.509,0.219,11,0.073,-9.613,0,0.103,165.871,4,0.557
Projections,Echophonic,Echophonic,8,2022-08-26,238171,0.367,0.748,0.79,0.888,11,0.178,-8.201,0,0.0964,94.02,4,0.676
Moods,Treat U Good,Treat U Good,42,2022-08-26,217791,0.0762,0.66,0.679,0.00112,10,0.139,-7.609,0,0.197,93.042,3,0.597
Crooked Colours,Love Language,Love Language,2,2020-08-27,198961,0.0313,0.795,0.574,0.00789,5,0.0998,-8.202,0,0.0474,118.989,4,0.318
Tinlicker,Because You Move Me,Because You Move Me,74,2017-07-31,196375,0.691,0.789,0.435,0.0418,2,0.107,-9.506,0,0.149,122.995,4,0.166
ZHU,Unbothered,Musical Chairs Mixtape (Vol. 1),43,2022-07-29,289480,0.124,0.843,0.532,0.734,11,0.189,-8.003,0,0.053,123.99,4,0.0389
ZHU,The Job,Musical Chairs Mixtape (Vol. 1),30,2022-07-29,253693,0.00959,0.827,0.794,0.812,11,0.0612,-7.289,1,0.0692,125.003,4,0.447
Zale,Rupem Baraka,Respect,24,2007-08-30,197186,0.0223,0.718,0.822,0.0,0,0.17,-6.693,1,0.322,130.446,5,0.828
Jay Dunham,I Got Summer On My Mind,I Got Summer On My Mind,60,2022-07-22,188160,0.00148,0.807,0.835,0.527,9,0.233,-6.849,0,0.0631,124.979,4,0.349
1991,When The Sun Goes Down,Odyssey,35,2022-07-22,244706,0.00222,0.384,0.956,0.439,7,0.116,-2.263,1,0.0637,174.008,4,0.14
Document One,Pounds Nor Pence,Coordinates,25,2022-07-22,215172,0.0262,0.747,0.874,0.000268,1,0.464,-4.084,1,0.161,87.003,4,0.335
ODESZA,Forgive Me (feat. Izzy Bizu),The Last Goodbye,57,2022-07-22,208017,0.0185,0.663,0.827,0.00104,9,0.265,-3.135,0,0.0372,104.985,4,0.395
Sofi Tukker,Summer In New York - Dubdogz & Selva Remix,Summer In New York (Dubdogz & Selva Remix),37,2022-07-29,147096,0.164,0.533,0.808,0.0944,5,0.222,-6.168,0,0.315,123.595,4,0.636
Mefjus,Break Away,Break Away,43,2022-07-28,237867,0.00021,0.283,0.936,0.887,5,0.114,-1.548,0,0.0724,83.875,4,0.0329
ZHU,I Wonder,Musical Chairs Mixtape (Vol. 1),42,2022-07-29,241760,0.0166,0.76,0.631,0.515,9,0.12,-7.59,0,0.0445,124.001,4,0.0698
Distance,Oneness,Oneness,24,2022-08-05,250285,0.183,0.691,0.723,0.858,10,0.12,-6.729,0,0.0918,139.98,4,0.0669
Sad Night Dynamite,What Does That Make Me?,What Does That Make Me?,46,2022-08-02,173641,0.139,0.601,0.747,0.0,0,0.326,-4.139,1,0.0401,95.911,4,0.817
KSI,Not Over Yet (feat. Tom Grennan),Not Over Yet (feat. Tom Grennan),66,2022-08-05,155691,0.542,0.501,0.775,0.0,9,0.394,-2.993,1,0.052,174.009,4,0.557
Fox Stevenson,Get Through,Get Through,41,2022-08-05,222857,0.0947,0.692,0.84,1.45e-06,5,0.146,-2.937,0,0.0387,126.031,4,0.43
Technimatic,Confide,Confide,35,2022-08-05,268378,0.0101,0.285,0.867,0.000269,10,0.0887,-3.65,0,0.0465,173.818,4,0.0378
Low:r,Other Side,Spearhead 100,31,2019-06-07,317355,0.014,0.611,0.871,0.0463,4,0.0898,-4.411,0,0.0467,173.956,4,0.171
Sustance,Break the Habit,Break the Habit,36,2020-10-06,271812,0.00238,0.684,0.808,0.483,5,0.086,-6.517,0,0.0995,172.01,4,0.0786
Koji.,Honest,Honest,37,2017-11-26,194157,0.159,0.514,0.366,0.00382,0,0.138,-11.801,0,0.274,88.918,4,0.272
Morgan Heritage,Mount Zion Medley,Morgan Heritage Family & Friends Vol. 1,48,2006-11-07,357214,0.155,0.638,0.415,0.0,10,0.141,-13.1,0,0.362,137.551,4,0.812
Protoje,Protection,Ancient Future,32,2015-03-09,273560,0.0924,0.799,0.686,0.0,10,0.0905,-5.562,0,0.111,78.985,4,0.778
Lutan Fyah,When Mi Rise It,Crystal Woman Riddim & Musik Riddim,38,2005,254813,0.232,0.724,0.783,0.0,7,0.181,-3.999,0,0.217,77.929,4,0.759
Purple Disco Machine,Body Funk,Soulmatic,48,2017-10-20,256733,0.0019,0.84,0.876,0.284,7,0.0517,-6.327,1,0.045,121.999,4,0.772
Sofi Tukker,Drinkee,Drinkee,58,2016-04-21,299294,0.049,0.771,0.691,0.625,2,0.134,-7.593,1,0.0495,115.011,4,0.339
Sofi Tukker,Original Sin,Original Sin,59,2022-02-04,171598,0.165,0.779,0.727,0.0194,11,0.32,-8.59,0,0.053,124.021,4,0.455
Maverick Sabre,Slow Down - James Cole Remix,Slow Down (James Cole Remix),47,2022-06-17,417999,0.0374,0.802,0.651,0.66,2,0.1,-9.438,0,0.0578,126.004,4,0.332
OFFAIAH,Lose Control (feat. Guilty Empress),Lose Control (feat. Guilty Empress),27,2022-07-08,161332,0.000398,0.749,0.893,0.481,2,0.176,-4.141,1,0.0515,122.986,4,0.835
L'Entourloop,Florilège,La clarté dans la confusion,41,2022-06-10,256665,0.0258,0.745,0.817,0.0,8,0.0467,-7.644,0,0.279,97.986,4,0.724
Jungle,Romeo (feat. Bas),Loving In Stereo,8,2021-08-13,166200,0.246,0.752,0.636,0.0,3,0.36,-6.535,0,0.0852,95.014,4,0.733
IAMNOBODI,Savior,Savior,41,2019-07-26,187868,0.0356,0.659,0.617,0.283,1,0.0793,-8.016,1,0.214,121.879,4,0.341
Poca J,Be Blessed,Be Blessed,31,2020-01-28,235859,0.356,0.788,0.382,7.19e-05,5,0.126,-11.423,0,0.063,115.079,4,0.197
Solstis,Fake Clouds,Fake Clouds,8,2022-06-10,194666,0.0223,0.227,0.796,0.615,1,0.101,-6.865,1,0.591,179.719,4,0.0613
D*Minds,Systematic,Systematic,19,2022-06-14,270697,0.0138,0.705,0.97,0.204,1,0.0801,-2.281,1,0.331,171.971,4,0.321
RY X,Dark Room Dancing,Blood Moon,42,2022-06-17,277591,0.522,0.56,0.547,0.603,7,0.147,-9.769,1,0.031,112.079,4,0.0997
Barry Can't Swim,Can We Still Be Friends?,More Content,29,2022-06-24,243498,0.0159,0.698,0.71,0.321,9,0.0744,-8.55,0,0.0392,127.99,4,0.37
Hybrid Minds,Better Now,Better Now,46,2022-06-24,231836,0.0404,0.456,0.921,0.0013,11,0.129,-2.983,0,0.0517,86.949,4,0.0739
Mura Masa,hollaback bitch (with Shygirl & Channel Tres),hollaback bitch (with Shygirl & Channel Tres),41,2022-06-22,203549,0.0177,0.904,0.825,0.00665,11,0.124,-5.675,1,0.123,123.048,4,0.602
Damian Marley,Me Name Jr. Gong,Mr. Marley,51,1996,230693,0.134,0.812,0.656,0.0,6,0.0763,-5.102,0,0.0788,125.458,4,0.903
Niyorah,Positive Herb,A Different Age,3,2005-06-01,260173,0.343,0.867,0.619,0.0,7,0.0777,-6.397,1,0.261,92.02,4,0.759
Tei Shi,Bassically - Acoustic,Bassically (Acoustic),28,2021-02-26,242463,0.905,0.414,0.229,0.0271,10,0.119,-9.559,0,0.0309,86.12,4,0.276
Juls,Jamestown Riddim,Jamestown Riddim,33,2022-05-12,180191,0.0345,0.796,0.443,0.829,2,0.0446,-14.954,1,0.089,99.998,4,0.719
Toske,Magnetic,Magnetic,13,2022-05-09,381747,0.0173,0.806,0.428,0.884,11,0.0823,-12.214,0,0.0559,126.995,4,0.469
Dubioza kolektiv,Booranija,Agrikultura,26,2022-05-10,211428,0.037,0.671,0.696,0.0,4,0.0891,-7.246,0,0.0466,84.026,4,0.736
Vandelux,Tulum,Tulum,2,2022-05-20,225272,0.0326,0.861,0.535,0.82,11,0.296,-9.416,0,0.081,110.01,4,0.318
Sofi Tukker,Mon Cheri,WET TENNIS,37,2022-04-29,248146,0.0109,0.692,0.755,0.0579,5,0.133,-6.876,1,0.029,125.017,4,0.239
Noah Slee,COMPLICIT,it takes a village,4,2022-04-29,208402,0.553,0.542,0.395,2.26e-05,7,0.438,-14.319,0,0.371,72.616,4,0.42
Noah Slee,LETTER,it takes a village,6,2022-04-29,154085,0.16,0.803,0.435,0.00161,1,0.38,-8.867,1,0.0416,107.933,4,0.286
Noah Slee,GREED,it takes a village,6,2022-04-29,160796,0.965,0.403,0.238,0.00167,0,0.126,-14.473,0,0.0379,123.96,4,0.652
Noah Slee,HEALING,it takes a village,6,2022-04-29,160059,0.448,0.565,0.462,1.59e-05,2,0.712,-9.634,1,0.24,88.573,4,0.219
Noah Slee,GOLDEN,it takes a village,27,2022-04-29,186462,0.0595,0.77,0.565,2e-06,10,0.164,-8.454,0,0.0838,95.014,4,0.508
Noah Slee,WALK,it takes a village,6,2022-04-29,164872,0.749,0.66,0.385,0.0,8,0.7,-10.593,0,0.0803,118.747,4,0.411
Noah Slee,RISE,it takes a village,19,2022-04-29,214698,0.713,0.475,0.362,0.114,10,0.148,-11.304,0,0.108,123.53,4,0.351
Mitekiss,FromU,Flep VIP / FromU,28,2022-06-03,252603,0.261,0.639,0.391,0.542,8,0.0714,-5.986,0,0.17,173.976,4,0.433
Grafix,CTRL,Half Life,31,2022-05-27,249168,0.0926,0.567,0.994,0.723,0,0.337,-1.367,1,0.0912,174.03,4,0.571
Ramson Badbonez,Fusion,Fusion,2,2022-05-13,228000,0.147,0.64,0.755,0.0,4,0.214,-10.311,0,0.481,139.514,4,0.593
Camion Bazar,Six Avril,Darkmoon 20,8,2022-05-12,535934,0.000438,0.619,0.737,0.83,10,0.0538,-8.249,0,0.0436,130.013,4,0.748
Capleton,High,High,13,2022-05-13,193225,0.0531,0.726,0.764,0.0,1,0.199,-6.932,1,0.355,118.06,3,0.608
Ivy Lab,Double Blind,Double Blind,26,2022-05-18,216676,0.000899,0.521,0.805,0.426,7,0.386,-6.783,1,0.0549,84.97,4,0.201
1991,We All Need Someone,We All Need Someone,40,2022-05-20,234827,0.0072,0.205,0.943,0.283,10,0.108,-3.388,1,0.358,173.981,4,0.0749
Flume,Highest Building,Palaces,45,2022-05-20,216818,0.413,0.442,0.681,6.72e-05,8,0.0948,-3.32,1,0.0459,74.212,4,0.509
FKJ,A Moment Of Mystery (feat. Toro y Moi),A Moment Of Mystery (feat. Toro y Moi),0,2022-05-19,205760,0.83,0.481,0.328,0.0566,0,0.115,-13.428,1,0.0337,113.547,4,0.102
53 Thieves,coastal,coastal,33,2022-05-20,228570,0.439,0.724,0.494,0.291,3,0.375,-11.172,1,0.0433,101.033,4,0.411
L'Entourloop,Calling Dancers,Calling Dancers,24,2022-05-25,222901,0.0236,0.669,0.599,4.06e-06,1,0.078,-4.616,0,0.254,179.953,4,0.637
Document One,Technology,Technology,28,2022-05-27,201379,0.0127,0.738,0.881,0.000123,0,0.0722,-1.806,1,0.155,174.011,4,0.317
edapollo,Standing There,Standing There,42,2022-05-26,216028,0.0805,0.711,0.621,0.878,0,0.147,-8.842,1,0.0531,120.0,4,0.342
Muzi,I Know It,Interblaktic,31,2021-10-01,152331,0.0531,0.697,0.762,1.35e-06,1,0.223,-9.842,1,0.214,110.007,4,0.522
mynameisleonidas,elevate in the village,elevate in the village,19,2021-05-26,197932,0.519,0.839,0.434,3.55e-06,8,0.196,-10.267,1,0.33,159.962,4,0.595
Numa Crew,Babylon,Babylon,18,2020-03-06,197142,0.165,0.758,0.862,9.64e-06,11,0.108,-7.029,1,0.202,140.109,4,0.539
Surv,Je k'abere,Je k'abere,1,2020-06-12,261167,0.013,0.749,0.529,0.866,11,0.118,-12.632,1,0.0595,126.704,4,0.808
Tightill,Locker (feat. Skinnyblackboy),Locker (feat. Skinnyblackboy),25,2019-11-08,203026,0.136,0.669,0.724,0.000597,7,0.614,-7.572,0,0.391,141.982,4,0.523
SpectraSoul,Say What,How We Live,28,2017-10-20,211275,0.169,0.567,0.739,0.000327,1,0.0936,-4.921,1,0.242,169.97,4,0.458
Never Dull,Voodoo Babe,Voodoo Babe,42,2020-05-08,249002,0.00375,0.764,0.77,0.000463,5,0.0728,-8.156,0,0.0697,122.988,4,0.666
Antoha MC,2х2=5,Советы для молодожёнов,35,2017-09-03,322016,0.0373,0.702,0.512,0.0,8,0.126,-7.0,1,0.105,123.877,4,0.676
Silkie,Limits,Fractals,32,2015-07-24,358320,0.024,0.749,0.574,0.796,2,0.0856,-6.536,0,0.0433,139.996,4,0.202
Arctic Monkeys,R U Mine?,AM,81,2013-09-09,201726,0.00616,0.288,0.758,0.0,6,0.303,-5.692,0,0.0371,97.094,4,0.619
Jungle,Casio,For Ever,65,2018-09-14,234369,0.431,0.816,0.492,0.0896,10,0.0995,-7.464,0,0.0752,115.989,4,0.765
Roosevelt,Montreal,Elliot - EP,54,2013-08-19,236335,0.00221,0.669,0.642,0.834,5,0.203,-9.004,1,0.0515,115.973,4,0.838
OFFAIAH,"OFFAIAH REMIXED - Mat.Joe, C'mon, Otistic Remix",OFFAIAH REMIXED,20,2022-04-29,205440,0.00996,0.811,0.62,0.78,11,0.123,-7.032,0,0.0581,125.007,4,0.494
Monrroe,Complete,Complete,44,2022-04-27,231068,0.0133,0.495,0.79,0.0659,0,0.114,-4.79,1,0.0469,173.884,4,0.14
Enrythm,Majid Blast,Majid Blast,8,2022-05-01,166981,0.0684,0.752,0.646,0.119,1,0.34,-11.387,1,0.0589,106.087,4,0.679
Ordure,Dumflad - Document One Remix,Dumflad (Document One Remix),11,2022-05-13,270344,0.00311,0.793,0.957,6.57e-05,11,0.0794,-3.603,1,0.479,174.184,4,0.27
Dubioza kolektiv,Bubrezi,Agrikultura,29,2022-05-10,177800,0.0466,0.714,0.852,4.02e-06,6,0.0673,-5.296,0,0.0412,75.03,4,0.96
Crooked Colours,Feel It,Feel It,0,2022-05-11,231851,0.0159,0.731,0.757,0.0427,4,0.253,-6.699,0,0.0803,122.002,4,0.198
Whiney,Headlines,Headlines,52,2021-01-20,202561,0.163,0.706,0.765,0.00746,1,0.684,-3.042,1,0.047,87.507,4,0.27
GLXY,Young Hearts,Young Hearts,40,2020-07-31,284487,0.0685,0.76,0.67,0.00181,10,0.0992,-5.16,0,0.112,86.835,4,0.165
ODB,Costard,Costard,24,2021-03-31,127686,0.412,0.927,0.37,0.0,1,0.086,-13.294,0,0.273,125.952,4,0.359
Rachel Foxx,TO YOU,BLUE MOON,41,2016-12-05,150073,0.496,0.671,0.341,0.0,9,0.126,-11.833,1,0.319,80.292,4,0.383
Überhaupt & Außerdem,Mostly Ghostly,An Understanding,4,2022-04-21,440000,0.0438,0.848,0.759,0.846,8,0.0917,-10.176,0,0.0714,107.004,4,0.125
The Weeknd,Out of Time - KAYTRANADA Remix,Out Of Time (Remix Bundle),53,2022-04-22,275555,0.0962,0.742,0.599,0.000578,1,0.0981,-8.796,1,0.297,108.283,4,0.573
L'Entourloop,Madzilla,Madzilla,22,2022-04-27,213603,0.0557,0.712,0.732,0.0,7,0.102,-7.358,1,0.195,95.086,4,0.551
Mindflip,High On Life,High On Life,28,2022-04-29,159125,0.108,0.801,0.708,0.0,2,0.114,-5.422,0,0.13,92.012,4,0.607
Mansionair,The Trouble with Us,"Happiness, Guaranteed",0,2022-04-29,223650,0.00729,0.404,0.603,4.9e-05,2,0.0752,-8.396,0,0.0404,118.597,4,0.198
Mefjus,Disclosed,Disclosed,18,2022-04-28,248581,0.000621,0.541,0.969,0.466,5,0.0948,-4.432,0,0.0732,172.026,4,0.0367
Noah Slee,CULTURE,it takes a village,15,2022-04-29,208494,0.572,0.731,0.385,3.36e-06,1,0.411,-9.26,0,0.0416,121.025,4,0.61
Mindchatter,Here I Go Again,DREAM SOUP,41,2022-04-08,220324,0.0368,0.781,0.535,0.339,10,0.108,-12.866,0,0.0658,123.96,4,0.554
Tora,Entity,Take A Rest,36,2017-06-09,274714,0.579,0.639,0.468,0.0108,10,0.324,-9.358,0,0.1,76.061,4,0.493
FKJ,Greener,Way Out,0,2022-04-29,234213,0.572,0.601,0.509,0.219,11,0.073,-9.613,0,0.103,165.871,4,0.557
FKJ,Way Out,Way Out,2,2022-04-29,200213,0.928,0.32,0.359,0.878,3,0.121,-13.092,1,0.0657,176.757,4,0.141
53 Thieves,3rd floor,3rd floor,31,2022-04-22,249032,0.0547,0.793,0.602,0.0514,10,0.113,-11.197,0,0.0321,111.0,4,0.62
Cutterz,Latchi - Village Live,Latchi (Village Live),0,2020-12-03,165609,0.575,0.524,0.276,0.0,1,0.391,-12.206,1,0.233,91.355,4,0.585
Monty,Games,Core 3,31,2018-11-02,320000,0.23,0.602,0.623,0.676,7,0.0744,-9.457,0,0.111,173.927,4,0.0545
